bed_base,outcome,model,threshold,occ_col,cap_col,y_col,nobs,dropped_regressors,coef_above_thr,se_above_thr,p_above_thr,coef_above_x_cap_z,se_above_x_cap_z,p_above_x_cap_z,coef_above_x_nearest_trust_km_z,se_above_x_nearest_trust_km_z,p_above_x_nearest_trust_km_z,coef_above_x_trusts_within_10km_z,se_above_x_trusts_within_10km_z,p_above_x_trusts_within_10km_z,coef_above_x_trusts_within_25km_z,se_above_x_trusts_within_25km_z,p_above_x_trusts_within_25km_z
ga,canc_pct28,threshold_interactions,0.92,kh03_occ_ga_rate,kh03_avail_ga_avg_beds,canc_pct_not_treated_28_days,2857,,-0.010704921723916024,0.01546720617850849,0.48893182696889137,-0.09538682026252934,0.20023355569548865,0.6338441562207411,0.028395718780703065,0.010508472234834535,0.006932274509499736,0.002609034788399732,0.028235770666916193,0.9263857635796744,0.017632524656498467,0.019162585654144984,0.3575753991001145
acute_proxy,ae_12h_per_1k_att,threshold_interactions,0.8,kh03_occ_acute_rate,kh03_avail_acute_avg_beds,ae_12h_per_1k_att,3551,,-3.9368928794839855,1.016982949940097,0.00011037157793136743,-0.13939754072155283,10.106465054598731,0.988996015027634,1.391178734686049,0.7516639609799403,0.06428572541018451,-3.9990690919602025,1.133267109300159,0.0004230175333157504,3.9315907859566472,1.246814272541524,0.0016284629007714546
acute_proxy,ae_12h_per_1k_att,threshold_interactions,0.82,kh03_occ_acute_rate,kh03_avail_acute_avg_beds,ae_12h_per_1k_att,3551,,-3.172994689389491,0.95792019870082,0.0009347946873543567,11.634244780109483,9.904227929333985,0.24020770705845318,2.640039854746278,0.7241674661932331,0.0002707656526812485,-4.4456287005975215,1.1575282962587994,0.00012497461992055925,4.524412787929458,1.2532623769635527,0.0003105131258698268
acute_proxy,ae_12h_per_1k_att,threshold_interactions,0.85,kh03_occ_acute_rate,kh03_avail_acute_avg_beds,ae_12h_per_1k_att,3551,,-2.1769212916570533,0.8258533259888612,0.008428177625987576,20.70659238913879,9.330503148787226,0.026536817150494718,2.5494657800283225,0.6654544187859625,0.00012985608209303834,-5.727210244117556,1.2065736141611483,2.1537156573714356e-06,6.662322357875221,1.2171730767467444,4.731289227066782e-08
acute_proxy,ae_12h_per_1k_att,threshold_interactions,0.88,kh03_occ_acute_rate,kh03_avail_acute_avg_beds,ae_12h_per_1k_att,3551,,0.6799717038951695,0.785178005629557,0.3865463720321576,22.351342427897187,10.077111633338543,0.0266189966605741,1.5876557742221973,0.7338104380154414,0.03056666459802626,-6.937339273680989,1.284543920920289,7.099839804958208e-08,7.272187292509053,1.261370637796166,8.883399127412872e-09
acute_proxy,ae_12h_per_1k_att,threshold_interactions,0.9,kh03_occ_acute_rate,kh03_avail_acute_avg_beds,ae_12h_per_1k_att,3551,,0.257390075035414,0.8436217461054013,0.7603078073620402,13.271566802863338,12.376311613234268,0.2836456377889278,2.6309373036798047,0.9798768406280873,0.007289119420405443,-4.810418477791849,1.3670670084618413,0.00043924015501217717,5.101785210955785,1.2887635430847577,7.692105350942668e-05
acute_proxy,ae_12h_per_1k_att,threshold_interactions,0.92,kh03_occ_acute_rate,kh03_avail_acute_avg_beds,ae_12h_per_1k_att,3551,,1.1640033172072504,0.9115670697105688,0.20171625981043806,26.296249245833433,13.519012004085306,0.05184205656870211,2.352889879711452,0.9955290075420752,0.018161633785115594,-4.613989667299143,1.3146598923435062,0.00045456444278224595,5.307446153245172,1.307245627045553,5.0180701072211065e-05
acute_proxy,ae_4hr_pct,threshold_interactions,0.8,kh03_occ_acute_rate,kh03_avail_acute_avg_beds,ae_type1_pct_4hr,3551,,-0.004779626058355619,0.009150839264235714,0.6014848521281952,-0.06787563519989538,0.09943523052753415,0.4948991372483129,0.009260498941542381,0.007885897369242067,0.24035308479496775,0.06699728470182806,0.010511856191240676,2.09792405669873e-10,-0.03699355228043616,0.009553696847853774,0.00010991167905527455
acute_proxy,ae_4hr_pct,threshold_interactions,0.82,kh03_occ_acute_rate,kh03_avail_acute_avg_beds,ae_type1_pct_4hr,3551,,-0.0003919462454508627,0.008147038537699757,0.9616321806854387,0.008865576656961055,0.09743982426319474,0.9275097866902051,0.0074407285950938646,0.0070620483177214295,0.2921314036648992,0.07675844533758136,0.011445560610853797,2.329136883361116e-11,-0.04121925845067931,0.009618559209632489,1.875106960058659e-05
acute_proxy,ae_4hr_pct,threshold_interactions,0.85,kh03_occ_acute_rate,kh03_avail_acute_avg_beds,ae_type1_pct_4hr,3551,,0.016158489001251164,0.007255124557098734,0.02600069188644527,0.07607567038317159,0.09861666437262812,0.44050714016508663,0.0039738648269618685,0.005682264991182073,0.4843844536389734,0.0837132659745389,0.012409113314130037,1.779421054948216e-11,-0.040936935566986826,0.009090262338773815,6.914114151879147e-06
