bed_base,occ_col,cap_col,outcome,y_col,nobs,coef_occ,se_occ,p_occ,coef_cap_z,se_cap_z,p_cap_z,coef_occ_x_cap,se_occ_x_cap,p_occ_x_cap,threshold,coef_above_85,se_above_85,p_above_85,coef_above85_x_cap,se_above85_x_cap,p_above85_x_cap
adult_ga_proxy,kh03_occ_adult_ga_rate,kh03_avail_ga_avg_beds,canc_breaches_28d,canc_breaches_28d,2812,69.09893906768795,40.16802286874299,0.08550483667464803,48.31230941183459,220.67693855339095,0.8267232648534291,558.8430051503773,329.3765226419855,0.08987727873916374,,,,,,,
adult_ga_proxy,kh03_occ_adult_ga_rate,kh03_avail_ga_avg_beds,canc_pct_not_treated_28d,canc_pct_not_treated_28_days,2812,0.050730519728679625,0.1207252967613901,0.6743630159318739,1.8444161589669839,0.5942568862134557,0.0019312153625350437,-1.7915782135654537,0.8703184203444309,0.03963717747874074,,,,,,,
adult_ga_proxy,kh03_occ_adult_ga_rate,kh03_avail_ga_avg_beds,uec_nctr_mean,uec_uec_nctr_mean,1434,144.01747067860205,48.835110050401234,0.003244489258670935,-349.29816699283657,156.00814466049437,0.02532636695822066,2032.7866301292797,476.3159268485221,2.1181019072669116e-05,,,,,,,
adult_ga_proxy,kh03_occ_adult_ga_rate,kh03_avail_ga_avg_beds,uec_nctr_max,uec_uec_nctr_max,1434,118.5002266489222,79.48424185987737,0.13623987743742538,-551.7273227779405,322.5193695436877,0.0873790269174266,2427.671572224265,629.6461442697827,0.00012108925765907941,,,,,,,
adult_ga_proxy,kh03_occ_adult_ga_rate,kh03_avail_ga_avg_beds,ae_type1_pct_4hr,ae_type1_pct_4hr,3551,,,,-0.5493063181533373,0.3369204302080154,0.10311561658899726,,,,0.85,0.012299404220261113,0.01653940588039945,0.4571444907889086,0.3479363346463565,0.22325732272878485,0.11921918650432395
adult_ga_proxy,kh03_occ_adult_ga_rate,kh03_avail_ga_avg_beds,ae_waits_12hr_dta,ae_waits_12hr_decision_to_admit,4195,,,,4348.172451005563,2483.0052037615815,0.07999274316866911,,,,0.85,75.44255887332041,71.79936549566457,0.29344092735221716,1798.2075357356875,782.7011649655439,0.021645205033257398
adult_ga_proxy,kh03_occ_adult_ga_rate,kh03_avail_ga_avg_beds,canc_cancelled_ops,canc_cancelled_ops,2857,,,,2611.53104909457,806.5869108089744,0.00121945430924697,,,,0.85,11.70682072940116,22.743494121336973,0.6067822954812083,223.18117628435456,338.86721027876916,0.5102031767055522
adult_ga_proxy,kh03_occ_adult_ga_rate,kh03_avail_ga_avg_beds,canc_breaches_28d,canc_breaches_28d,2857,,,,484.42099923740244,185.43408190335037,0.009042162787670893,,,,0.85,-5.94636633279914,9.529619385141466,0.5326887579383612,-18.436638384301144,120.30255964170976,0.8782109023450753
adult_ga_proxy,kh03_occ_adult_ga_rate,kh03_avail_ga_avg_beds,canc_pct_not_treated_28d,canc_pct_not_treated_28_days,2857,,,,0.5149282627045126,0.4950410424347934,0.29835352686516026,,,,0.85,-0.03191820413149499,0.032372967669545394,0.3242455892456486,-0.27003626981894646,0.4361380594811245,0.5358681326888062
adult_ga_proxy,kh03_occ_adult_ga_rate,kh03_avail_ga_avg_beds,uec_nctr_mean,uec_uec_nctr_mean,1434,,,,492.39922510002083,377.4275912471162,0.19225368054238356,,,,0.85,13.039783390591854,8.187750540622869,0.1114940136909035,284.8994528408929,145.96422334462375,0.051171310425144556
adult_ga_proxy,kh03_occ_adult_ga_rate,kh03_avail_ga_avg_beds,uec_nctr_max,uec_uec_nctr_max,1434,,,,577.1671858155045,475.10198726866423,0.22465248076666455,,,,0.85,13.678719146869433,14.120598207833226,0.33287183556885136,301.38995521444326,182.14665389141615,0.09823598182981685
