org_code,period,org_name,financial_year,fy_quarter,kh03_avail_all_avg_beds,kh03_occ_all_avg_beds,kh03_occ_all_rate,kh03_avail_ga_avg_beds,kh03_occ_ga_avg_beds,kh03_occ_ga_rate,kh03_avail_mat_avg_beds,kh03_occ_mat_avg_beds,kh03_avail_acute_avg_beds,kh03_occ_acute_avg_beds,kh03_occ_acute_rate,kh03_occ_adult_ga_rate,ae_type1_attendances,ae_waits_12hr_decision_to_admit,ae_type1_pct_4hr,canc_cancelled_ops,canc_breaches_28d,canc_pct_not_treated_28_days,uec_financial_year,uec_fy_quarter,uec_uec_nctr_mean,uec_uec_nctr_max,uec_uec_days
RBL,2024-25 Q1,WIRRAL UNIVERSITY TEACHING HOSPITAL NHS FOUNDATION TRUST,2024-25,Q1,8.6,7.7,0.8953488372093024,750.054945054945,678.2197802197802,0.9042267965716797,32.0,20.68131868131868,782.054945054945,698.9010989010989,0.8936726291680133,0.9042267965716797,24183.0,1452.0,0.4484555266096018,154.0,32.0,0.4155844155844156,2024-25,Q1,200.96666666666667,247.0,30.0
RBN,2024-25 Q1,MERSEY AND WEST LANCASHIRE TEACHING HOSPITALS NHS TRUST,2024-25,Q1,14.2,13.3,0.9366197183098592,1230.1868131868132,1171.3846153846157,0.9522005949243841,66.25274725274726,34.747252747252745,1296.4395604395604,1206.1318681318685,0.9303417644266634,0.9522005949243841,52815.0,995.0,0.5848906560636182,312.0,46.0,0.2948717948717948,2024-25,Q1,363.26666666666665,439.0,30.0
RBQ,2024-25 Q1,LIVERPOOL HEART AND CHEST HOSPITAL NHS FOUNDATION TRUST,2024-25,Q1,2.0,1.7,0.85,185.7912087912088,151.28571428571428,0.8142781096587212,0.0,0.0,185.7912087912088,151.28571428571428,0.8142781096587212,0.8142781096587212,0.0,0.0,,118.0,18.0,0.3050847457627118,,,,,
RBS,2024-25 Q1,ALDER HEY CHILDREN'S NHS FOUNDATION TRUST,2024-25,Q1,2.4,2.0,0.8333333333333334,211.0,176.36263736263737,0.8358418832352482,0.0,0.0,211.0,176.36263736263737,0.8358418832352482,0.8358418832352482,17474.0,0.0,0.859276639578803,120.0,24.0,0.4,,,,,
RBT,2024-25 Q1,MID CHESHIRE HOSPITALS NHS FOUNDATION TRUST,2024-25,Q1,5.9,5.2,0.8813559322033898,508.57142857142856,459.1098901098901,0.9027441659464132,27.186813186813183,12.912087912087912,535.7582417582418,472.02197802197804,0.8810354022234074,0.9027441659464132,22140.0,1489.0,0.4377597109304427,158.0,28.0,0.3544303797468354,2024-25,Q1,165.96666666666667,287.0,30.0
RBV,2024-25 Q1,THE CHRISTIE NHS FOUNDATION TRUST,2024-25,Q1,2.0,1.9,0.95,184.72527472527472,172.15384615384616,0.931945270672219,0.0,0.0,184.72527472527472,172.15384615384616,0.931945270672219,0.931945270672219,0.0,0.0,,10.0,0.0,0.0,,,,,
REM,2024-25 Q1,LIVERPOOL UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,2024-25,Q1,17.8,16.4,0.9213483146067415,1617.8461538461538,1490.0549450549452,0.9210115198608924,0.0,0.0,1617.8461538461538,1490.0549450549452,0.9210115198608924,0.9210115198608924,47786.0,3539.0,0.5484451512995439,310.0,36.0,0.232258064516129,2024-25,Q1,536.2666666666667,641.0,30.0
REN,2024-25 Q1,THE CLATTERBRIDGE CANCER CENTRE NHS FOUNDATION TRUST,2024-25,Q1,1.1,1.0,0.9090909090909091,101.0,92.91208791208793,0.9199216624959201,0.0,0.0,101.0,92.91208791208793,0.9199216624959201,0.9199216624959201,,,,,,,,,,,
REP,2024-25 Q1,LIVERPOOL WOMEN'S NHS FOUNDATION TRUST,2024-25,Q1,1.2,0.8,0.6666666666666667,24.043956043956044,13.12087912087912,0.5457038391224863,87.51648351648352,63.38461538461539,111.56043956043956,76.50549450549451,0.6857762017336486,0.5457038391224863,0.0,0.0,,102.0,28.0,0.5490196078431372,,,,,
RET,2024-25 Q1,THE WALTON CENTRE NHS FOUNDATION TRUST,2024-25,Q1,2.0,1.4,0.7,178.0,125.68131868131869,0.7060748240523522,0.0,0.0,178.0,125.68131868131869,0.7060748240523522,0.7060748240523522,0.0,0.0,,42.0,10.0,0.476190476190476,,,,,
RJN,2024-25 Q1,EAST CHESHIRE NHS TRUST,2024-25,Q1,3.8,3.4,0.8947368421052632,326.24175824175825,298.5274725274725,0.9150498517919698,20.0,7.648351648351649,346.24175824175825,306.1758241758242,0.8842833566078456,0.9150498517919698,13520.0,745.0,0.5173816568047338,14.0,0.0,0.0,2024-25,Q1,88.5,120.0,30.0
RJR,2024-25 Q1,COUNTESS OF CHESTER HOSPITAL NHS FOUNDATION TRUST,2024-25,Q1,5.6,5.1,0.9107142857142857,470.1208791208791,441.4175824175824,0.9389448586989552,41.0,18.23076923076923,511.1208791208791,459.64835164835165,0.8992948056415548,0.9389448586989552,15649.0,1957.0,0.4740878011374528,156.0,6.0,0.0769230769230768,2024-25,Q1,126.13333333333334,154.0,30.0
RM3,2024-25 Q1,NORTHERN CARE ALLIANCE NHS FOUNDATION TRUST,2024-25,Q1,18.1,15.0,0.8287292817679557,1571.098901098901,1361.7252747252746,0.8667342799188641,72.3076923076923,0.0,1643.4065934065934,1361.7252747252746,0.8285991307255098,0.8667342799188641,75928.0,2749.0,0.5648640817616689,828.0,260.0,0.6280193236714976,2024-25,Q1,189.33333333333334,216.0,30.0
RMC,2024-25 Q1,BOLTON NHS FOUNDATION TRUST,2024-25,Q1,7.4,6.6,0.8918918918918918,616.2087912087912,549.8681318681319,0.8923406152474364,53.0,47.59340659340659,669.2087912087912,597.4615384615385,0.8927879404906565,0.8923406152474364,23553.0,1853.0,0.4742495648112766,168.0,62.0,0.738095238095238,2024-25,Q1,144.0,166.0,30.0
RMP,2024-25 Q1,TAMESIDE AND GLOSSOP INTEGRATED CARE NHS FOUNDATION TRUST,2024-25,Q1,5.2,4.6,0.8846153846153845,440.9340659340659,405.0,0.9185046728971963,32.0,18.043956043956044,472.9340659340659,423.04395604395603,0.8945093756535074,0.9185046728971963,26046.0,155.0,0.5249558473470015,66.0,2.0,0.0606060606060606,2024-25,Q1,124.36666666666666,164.0,30.0
RRF,2024-25 Q1,"WRIGHTINGTON, WIGAN AND LEIGH NHS FOUNDATION TRUST",2024-25,Q1,6.0,5.4,0.9,519.7472527472528,478.5934065934066,0.9208195022940143,28.0,12.21978021978022,547.7472527472528,490.8131868131868,0.8960577791152572,0.9208195022940143,21638.0,1216.0,0.5188095018023846,558.0,102.0,0.3655913978494624,2024-25,Q1,166.5,248.0,30.0
RT2,2024-25 Q1,PENNINE CARE NHS FOUNDATION TRUST,2024-25,Q1,5.4,5.0,0.9259259259259258,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,
RTX,2024-25 Q1,UNIVERSITY HOSPITALS OF MORECAMBE BAY NHS FOUNDATION TRUST,2024-25,Q1,7.5,6.3,0.84,641.4725274725274,554.8791208791209,0.8650083941480797,37.89010989010989,20.582417582417584,679.3626373626373,575.4615384615386,0.8470609168257257,0.8650083941480797,28129.0,1112.0,0.7015535568274736,94.0,26.0,0.5531914893617021,2024-25,Q1,200.06666666666666,237.0,30.0
RW4,2024-25 Q1,MERSEY CARE NHS FOUNDATION TRUST,2024-25,Q1,10.3,8.8,0.854368932038835,0.0,0.0,,0.0,0.0,0.0,0.0,,,0.0,0.0,,,,,,,,,
RW5,2024-25 Q1,LANCASHIRE & SOUTH CUMBRIA NHS FOUNDATION TRUST,2024-25,Q1,6.5,5.9,0.9076923076923078,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,
RWJ,2024-25 Q1,STOCKPORT NHS FOUNDATION TRUST,2024-25,Q1,7.5,6.6,0.88,635.8571428571429,577.021978021978,0.9074710955187253,46.92307692307692,21.07692307692308,682.7802197802198,598.0989010989011,0.8759757294835273,0.9074710955187253,24537.0,903.0,0.5862167339120511,194.0,10.0,0.1030927835051546,2024-25,Q1,71.8,88.0,30.0
RWW,2024-25 Q1,WARRINGTON AND HALTON TEACHING HOSPITALS NHS FOUNDATION TRUST,2024-25,Q1,6.7,6.0,0.8955223880597015,568.967032967033,529.021978021978,0.9297937268232386,44.0,20.98901098901099,612.967032967033,550.0109890109891,0.8972929365363931,0.9297937268232386,21697.0,2020.0,0.5163847536525786,18.0,8.0,0.8888888888888888,2024-25,Q1,179.56666666666666,227.0,30.0
RXA,2024-25 Q1,CHESHIRE AND WIRRAL PARTNERSHIP NHS FOUNDATION TRUST,2024-25,Q1,3.2,2.7,0.84375,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,
RXL,2024-25 Q1,BLACKPOOL TEACHING HOSPITALS NHS FOUNDATION TRUST,2024-25,Q1,8.5,8.0,0.9411764705882353,738.0,706.8571428571429,0.9578010065814945,38.0,20.68131868131868,776.0,727.5384615384615,0.9375495638382236,0.9578010065814945,27216.0,1880.0,0.5588991769547326,380.0,48.0,0.2526315789473684,2024-25,Q1,138.73333333333332,183.0,30.0
RXN,2024-25 Q1,LANCASHIRE TEACHING HOSPITALS NHS FOUNDATION TRUST,2024-25,Q1,10.3,9.5,0.9223300970873786,877.7142857142857,835.6813186813187,0.9521108774038461,62.0,33.252747252747255,939.7142857142857,868.9340659340659,0.924678999929836,0.9521108774038461,36693.0,1114.0,0.6155397487259151,308.0,98.0,0.6363636363636364,2024-25,Q1,188.03333333333333,238.0,30.0
RXR,2024-25 Q1,EAST LANCASHIRE HOSPITALS NHS TRUST,2024-25,Q1,11.2,10.4,0.9285714285714287,948.0989010989013,901.010989010989,0.9503343880756167,72.0,44.73626373626374,1020.0989010989013,945.7472527472527,0.9271132943368988,0.9503343880756167,38670.0,3390.0,0.6699250064649598,352.0,18.0,0.1022727272727272,2024-25,Q1,87.43333333333334,121.0,30.0
RXV,2024-25 Q1,GREATER MANCHESTER MENTAL HEALTH NHS FOUNDATION TRUST,2024-25,Q1,9.3,7.9,0.8494623655913979,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,
R0B,2024-25 Q1,SOUTH TYNESIDE AND SUNDERLAND NHS FOUNDATION TRUST,2024-25,Q1,12.4,10.5,0.8467741935483871,1124.5494505494505,959.9010989010987,0.853587273047081,0.0,0.0,1124.5494505494505,959.9010989010987,0.853587273047081,0.853587273047081,35470.0,9.0,0.5659430504651818,222.0,42.0,0.3783783783783784,2024-25,Q1,211.76666666666668,263.0,30.0
RAE,2024-25 Q1,BRADFORD TEACHING HOSPITALS NHS FOUNDATION TRUST,2024-25,Q1,7.7,6.9,0.8961038961038962,616.1648351648352,557.2417582417582,0.9043712436018619,84.53846153846153,70.4065934065934,700.7032967032967,627.6483516483516,0.8957405432532464,0.9043712436018619,28237.0,253.0,0.7580125367425717,250.0,20.0,0.16,2024-25,Q1,161.9,191.0,30.0
RCB,2024-25 Q1,YORK AND SCARBOROUGH TEACHING HOSPITALS NHS FOUNDATION TRUST,2024-25,Q1,9.6,8.7,0.90625,808.5054945054945,778.4175824175824,0.9627857667110663,68.0,13.351648351648352,876.5054945054945,791.7692307692307,0.9033248915523682,0.9627857667110663,34054.0,2178.0,0.4476126152581194,298.0,88.0,0.5906040268456376,2024-25,Q1,227.7,287.0,30.0
RCD,2024-25 Q1,HARROGATE AND DISTRICT NHS FOUNDATION TRUST,2024-25,Q1,3.4,3.1,0.911764705882353,286.43956043956047,268.3956043956044,0.9370060615361006,26.703296703296704,12.56043956043956,313.14285714285717,280.9560439560439,0.8972136440202132,0.9370060615361006,15926.0,152.0,0.6738666331784503,100.0,2.0,0.04,2024-25,Q1,45.43333333333333,72.0,30.0
RCF,2024-25 Q1,AIREDALE NHS FOUNDATION TRUST,2024-25,Q1,4.2,3.7,0.8809523809523809,354.31868131868134,327.3296703296703,0.9238284278758179,29.98901098901099,10.956043956043956,384.3076923076923,338.2857142857143,0.8802470547866864,0.9238284278758179,19560.0,448.0,0.6501533742331288,76.0,0.0,0.0,2024-25,Q1,107.33333333333333,137.0,30.0
RCU,2024-25 Q1,SHEFFIELD CHILDREN'S NHS FOUNDATION TRUST,2024-25,Q1,1.7,1.1,0.6470588235294118,130.92307692307693,91.16483516483515,0.6963236528453919,0.0,0.0,130.92307692307693,91.16483516483515,0.6963236528453919,0.6963236528453919,14966.0,0.0,0.8879460109581717,116.0,24.0,0.4137931034482758,,,,,
RFF,2024-25 Q1,BARNSLEY HOSPITAL NHS FOUNDATION TRUST,2024-25,Q1,5.4,4.8,0.8888888888888888,454.7032967032967,417.6263736263736,0.918459084537677,39.0,18.76923076923077,493.7032967032967,436.3956043956044,0.8839228081109355,0.918459084537677,27220.0,0.0,0.7128214548126377,236.0,48.0,0.4067796610169492,2024-25,Q1,111.43333333333334,127.0,30.0
RFR,2024-25 Q1,THE ROTHERHAM NHS FOUNDATION TRUST,2024-25,Q1,5.4,4.7,0.8703703703703703,466.3956043956044,414.0769230769231,0.8878233824984686,23.725274725274726,17.64835164835165,490.1208791208791,431.72527472527474,0.8808546893567409,0.8878233824984686,25846.0,3.0,0.6643194304728004,242.0,4.0,0.0330578512396694,2024-25,Q1,136.4,182.0,30.0
RGD,2024-25 Q1,LEEDS AND YORK PARTNERSHIP NHS FOUNDATION TRUST,2024-25,Q1,4.3,3.8,0.8837209302325582,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,
RHQ,2024-25 Q1,SHEFFIELD TEACHING HOSPITALS NHS FOUNDATION TRUST,2024-25,Q1,17.3,15.2,0.8786127167630057,1507.4945054945056,1339.8131868131868,0.8887682057412779,67.49450549450549,42.934065934065934,1574.9890109890111,1382.7472527472528,0.8779408891741787,0.8887682057412779,28614.0,20.0,0.5179632347801775,364.0,22.0,0.1208791208791208,2024-25,Q1,395.5,482.0,30.0
RJL,2024-25 Q1,NORTHERN LINCOLNSHIRE AND GOOLE NHS FOUNDATION TRUST,2024-25,Q1,7.0,5.9,0.8428571428571429,566.010989010989,495.7912087912088,0.8759391927310852,67.50549450549451,38.494505494505496,633.5164835164835,534.2857142857143,0.8433651344319169,0.8759391927310852,32875.0,2545.0,0.5913003802281368,296.0,16.0,0.108108108108108,2024-25,Q1,300.23333333333335,418.0,30.0
RNN,2024-25 Q1,NORTH CUMBRIA INTEGRATED CARE NHS FOUNDATION TRUST,2024-25,Q1,7.3,6.5,0.8904109589041096,622.5054945054945,575.7582417582418,0.9249046744810054,39.0,19.043956043956044,661.5054945054945,594.8021978021978,0.8991644101865541,0.9249046744810054,28085.0,1573.0,0.5749688445789567,230.0,102.0,0.8869565217391304,2024-25,Q1,183.43333333333334,226.0,30.0
RP5,2024-25 Q1,DONCASTER AND BASSETLAW TEACHING HOSPITALS NHS FOUNDATION TRUST,2024-25,Q1,8.9,8.1,0.9101123595505617,732.5384615384615,694.1428571428571,0.9475855447713055,77.84615384615384,40.252747252747255,810.3846153846154,734.3956043956043,0.9062309309105702,0.9475855447713055,40443.0,477.0,0.6615730781593848,244.0,32.0,0.262295081967213,2024-25,Q1,199.03333333333333,233.0,30.0
RR7,2024-25 Q1,GATESHEAD HEALTH NHS FOUNDATION TRUST,2024-25,Q1,5.5,5.1,0.9272727272727272,457.5934065934066,438.6263736263736,0.958550467087726,16.0,12.714285714285714,473.5934065934066,451.34065934065933,0.9530129707404227,0.958550467087726,17320.0,5.0,0.5635681293302539,44.0,0.0,0.0,2024-25,Q1,114.13333333333334,159.0,30.0
RR8,2024-25 Q1,LEEDS TEACHING HOSPITALS NHS TRUST,2024-25,Q1,20.5,19.0,0.926829268292683,1729.4835164835165,1671.923076923077,0.9667181334705781,136.71428571428572,53.04395604395605,1866.1978021978023,1724.967032967033,0.9243216506500848,0.9667181334705781,53017.0,723.0,0.5955636871192259,296.0,74.0,0.5,2024-25,Q1,446.4,537.0,30.0
RTD,2024-25 Q1,THE NEWCASTLE UPON TYNE HOSPITALS NHS FOUNDATION TRUST,2024-25,Q1,16.9,14.2,0.8402366863905326,1449.175824175824,1244.098901098901,0.8584872037914694,91.74725274725274,46.43956043956044,1540.9230769230767,1290.5384615384614,0.8375099840255592,0.8584872037914694,36357.0,224.0,0.5716643287399952,322.0,60.0,0.372670807453416,2024-25,Q1,204.86666666666667,293.0,30.0
RTF,2024-25 Q1,NORTHUMBRIA HEALTHCARE NHS FOUNDATION TRUST,2024-25,Q1,9.8,8.4,0.8571428571428571,830.2417582417582,734.8351648351648,0.8850857687420585,36.20879120879121,29.417582417582416,866.4505494505495,764.2527472527472,0.8820500462921861,0.8850857687420585,28906.0,5.0,0.7012384971978136,76.0,12.0,0.3157894736842104,2024-25,Q1,102.4,132.0,30.0
RTR,2024-25 Q1,SOUTH TEES HOSPITALS NHS FOUNDATION TRUST,2024-25,Q1,10.7,9.5,0.8878504672897197,936.032967032967,834.3296703296703,0.8913464586341704,40.989010989010985,28.34065934065934,977.021978021978,862.6703296703297,0.8829589805306549,0.8913464586341704,23322.0,77.0,0.4891947517365578,330.0,118.0,0.7151515151515152,2024-25,Q1,169.8,203.0,30.0
RV9,2024-25 Q1,HUMBER TEACHING NHS FOUNDATION TRUST,2024-25,Q1,2.2,1.7,0.7727272727272726,0.0,0.0,,0.0,0.0,0.0,0.0,,,0.0,0.0,,,,,,,,,
RVW,2024-25 Q1,NORTH TEES AND HARTLEPOOL NHS FOUNDATION TRUST,2024-25,Q1,6.2,5.5,0.8870967741935484,519.8021978021978,487.1208791208791,0.9371273941905204,42.0,11.45054945054945,561.8021978021978,498.57142857142856,0.8874501212737657,0.9371273941905204,13926.0,1.0,0.6119488726123797,106.0,14.0,0.2641509433962264,2024-25,Q1,69.83333333333333,96.0,30.0
RWA,2024-25 Q1,HULL UNIVERSITY TEACHING HOSPITALS NHS TRUST,2024-25,Q1,13.8,12.0,0.8695652173913043,1177.2857142857142,1053.2307692307693,0.8946263056201171,76.0,37.72527472527472,1253.2857142857142,1090.956043956044,0.8704767249164833,0.8946263056201171,27450.0,1236.0,0.4561020036429873,592.0,146.0,0.4932432432432432,2024-25,Q1,333.46666666666664,388.0,30.0
RWY,2024-25 Q1,CALDERDALE AND HUDDERSFIELD NHS FOUNDATION TRUST,2024-25,Q1,8.3,7.2,0.8674698795180722,697.2967032967033,633.8351648351648,0.9089891890188168,55.76923076923077,24.37362637362637,753.065934065934,658.2087912087912,0.874038728129697,0.9089891890188168,47124.0,4.0,0.6909854851031322,156.0,2.0,0.0256410256410256,2024-25,Q1,175.86666666666667,217.0,30.0
RX3,2024-25 Q1,"TEES, ESK AND WEAR VALLEYS NHS FOUNDATION TRUST",2024-25,Q1,7.9,6.9,0.8734177215189873,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,
RX4,2024-25 Q1,"CUMBRIA, NORTHUMBERLAND, TYNE AND WEAR NHS FOUNDATION TRUST",2024-25,Q1,8.2,7.5,0.9146341463414634,49.0,42.9010989010989,0.8755326306346713,0.0,0.0,49.0,42.9010989010989,0.8755326306346713,0.8755326306346713,,,,,,,,,,,
RXE,2024-25 Q1,ROTHERHAM DONCASTER AND SOUTH HUMBER NHS FOUNDATION TRUST,2024-25,Q1,2.6,2.4,0.923076923076923,49.82417582417583,48.64835164835165,0.9764005293339214,0.0,0.0,49.82417582417583,48.64835164835165,0.9764005293339214,0.9764005293339214,,,,,,,,,,,
RXF,2024-25 Q1,MID YORKSHIRE TEACHING NHS TRUST,2024-25,Q1,12.2,11.1,0.9098360655737705,1052.571428571429,963.6043956043956,0.9154764887663908,60.0,42.02197802197802,1112.571428571429,1005.6263736263736,0.9038757852317172,0.9154764887663908,52764.0,445.0,0.6106057160184974,266.0,0.0,0.0,2024-25,Q1,247.83333333333334,305.0,30.0
RXG,2024-25 Q1,SOUTH WEST YORKSHIRE PARTNERSHIP NHS FOUNDATION TRUST,2024-25,Q1,5.2,4.4,0.8461538461538461,24.0,17.318681318681318,0.7216117216117216,0.0,0.0,24.0,17.318681318681318,0.7216117216117216,0.7216117216117216,0.0,0.0,,,,,,,,,
RXP,2024-25 Q1,COUNTY DURHAM AND DARLINGTON NHS FOUNDATION TRUST,2024-25,Q1,11.0,10.0,0.9090909090909091,938.9010989010987,876.7692307692307,0.9338249063670413,61.0,36.62637362637363,999.9010989010987,913.3956043956043,0.9134859491598071,0.9338249063670413,38982.0,64.0,0.5659535170078498,58.0,10.0,0.3448275862068966,2024-25,Q1,75.56666666666666,99.0,30.0
RY6,2024-25 Q1,LEEDS COMMUNITY HEALTHCARE NHS TRUST,2024-25,Q1,0.5,0.4,0.8,43.0989010989011,38.46153846153846,0.8924018357980621,0.0,0.0,43.0989010989011,38.46153846153846,0.8924018357980621,0.8924018357980621,,,,,,,,,,,
TAD,2024-25 Q1,BRADFORD DISTRICT CARE NHS FOUNDATION TRUST,2024-25,Q1,2.1,1.8,0.8571428571428571,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,
TAH,2024-25 Q1,SHEFFIELD HEALTH & SOCIAL CARE NHS FOUNDATION TRUST,2024-25,Q1,1.6,1.4,0.8749999999999999,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,
NAN,2024-25 Q2,England,2024-25,Q2,1425.9,1259.8,0.8835121677536993,103656.22826086955,93664.40217391304,0.9036061194334576,7469.054347826086,4492.673913043477,111125.28260869563,98157.07608695651,0.8833010254974655,0.9036061194334576,,,,,,,,,,,
R1H,2024-25 Q2,BARTS HEALTH NHS TRUST,2024-25,Q2,23.3,21.5,0.9227467811158798,1928.434782608696,1823.0978260869565,0.9453769671281055,195.84782608695653,130.32608695652175,2124.2826086956525,1953.4239130434783,0.9195687546690953,0.9453769671281055,72435.0,2669.0,0.5424587561261821,704.0,102.0,0.2897727272727272,2024-25,Q2,291.8709677419355,413.0,31.0
R1K,2024-25 Q2,LONDON NORTH WEST UNIVERSITY HEALTHCARE NHS TRUST,2024-25,Q2,11.7,10.6,0.905982905982906,995.2934782608696,932.3152173913044,0.9367239289263599,68.0,36.70652173913044,1063.2934782608695,969.0217391304348,0.9113398689469757,0.9367239289263599,38459.0,1206.0,0.5292909332015914,,,,2024-25,Q2,191.83870967741936,226.0,31.0
RAL,2024-25 Q2,ROYAL FREE LONDON NHS FOUNDATION TRUST,2024-25,Q2,13.1,9.8,0.7480916030534351,1106.0978260869565,850.6195652173913,0.7690274270103478,88.0,38.51086956521739,1194.0978260869565,889.1304347826086,0.7446043492904412,0.7690274270103478,51097.0,1708.0,0.6376303892596434,396.0,110.0,0.5555555555555556,2024-25,Q2,248.03225806451613,311.0,31.0
RAN,2024-25 Q2,ROYAL NATIONAL ORTHOPAEDIC HOSPITAL NHS TRUST,2024-25,Q2,1.5,1.1,0.7333333333333334,140.07608695652175,98.43478260869566,0.7027236750213393,0.0,0.0,140.07608695652175,98.43478260869566,0.7027236750213393,0.7027236750213393,0.0,0.0,,106.0,22.0,0.4150943396226414,,,,,
RAP,2024-25 Q2,NORTH MIDDLESEX UNIVERSITY HOSPITAL NHS TRUST,2024-25,Q2,5.4,5.4,1.0,458.3369565217391,457.7608695652174,0.9987430929399768,33.47826086956522,33.47826086956522,491.8152173913044,491.2391304347826,0.998828651623312,0.9987430929399768,23625.0,2321.0,0.4879153439153439,52.0,22.0,0.8461538461538461,2024-25,Q2,116.41935483870968,161.0,31.0
RAS,2024-25 Q2,THE HILLINGDON HOSPITALS NHS FOUNDATION TRUST,2024-25,Q2,6.2,4.6,0.7419354838709676,413.0652173913044,405.4891304347826,0.9816588600599968,153.0,8.815217391304348,566.0652173913044,414.304347826087,0.7319021467798303,0.9816588600599968,17816.0,66.0,0.4175460260440053,8.0,0.0,0.0,2024-25,Q2,69.61290322580645,132.0,31.0
RAT,2024-25 Q2,NORTH EAST LONDON NHS FOUNDATION TRUST,2024-25,Q2,4.5,4.0,0.8888888888888888,172.5326086956522,154.1304347826087,0.8933408933408933,0.0,0.0,172.5326086956522,154.1304347826087,0.8933408933408933,0.8933408933408933,,,,,,,,,,,
RAX,2024-25 Q2,KINGSTON HOSPITAL NHS FOUNDATION TRUST,2024-25,Q2,5.0,4.3,0.86,400.2826086956522,351.69565217391306,0.8786183674577744,55.0,39.78260869565217,455.2826086956522,391.47826086956525,0.8598577090197203,0.8786183674577744,20458.0,751.0,0.5543063838107343,58.0,8.0,0.2758620689655172,2024-25,Q2,99.61290322580645,126.0,31.0
RF4,2024-25 Q2,"BARKING, HAVERING AND REDBRIDGE UNIVERSITY HOSPITALS NHS TRUST",2024-25,Q2,11.6,11.4,0.9827586206896552,986.7391304347826,972.2282608695652,0.9852941176470589,66.0,60.93478260869565,1052.7391304347825,1033.163043478261,0.9814046173543141,0.9852941176470589,37078.0,1881.0,0.5782674362155457,260.0,38.0,0.2923076923076922,2024-25,Q2,162.32258064516128,207.0,31.0
RJ1,2024-25 Q2,GUY'S AND ST THOMAS' NHS FOUNDATION TRUST,2024-25,Q2,14.5,11.7,0.8068965517241379,1247.2391304347825,1006.717391304348,0.807156676485455,76.0,59.41304347826087,1323.2391304347825,1066.1304347826087,0.8056974814766138,0.807156676485455,30297.0,171.0,0.5906525398554312,758.0,172.0,0.4538258575197888,2024-25,Q2,182.3548387096774,249.0,31.0
RJ2,2024-25 Q2,LEWISHAM AND GREENWICH NHS TRUST,2024-25,Q2,11.3,10.4,0.9203539823008849,954.054347826087,879.8913043478261,0.9222653891287753,75.0,65.27173913043478,1029.054347826087,945.1630434782609,0.9184772849703716,0.9222653891287753,41461.0,1465.0,0.514965871541931,138.0,12.0,0.1739130434782608,2024-25,Q2,257.5806451612903,316.0,31.0
RJ6,2024-25 Q2,CROYDON HEALTH SERVICES NHS TRUST,2024-25,Q2,5.8,5.2,0.896551724137931,469.6521739130435,438.57608695652175,0.9338316978337344,58.0,32.02173913043478,527.6521739130435,470.5978260869565,0.8918712920237309,0.9338316978337344,37803.0,1547.0,0.6500277755733671,158.0,18.0,0.2278481012658226,2024-25,Q2,48.806451612903224,66.0,31.0
RJ7,2024-25 Q2,ST GEORGE'S UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,2024-25,Q2,9.9,9.2,0.9292929292929292,835.6304347826087,810.3586956521739,0.96975727776477,62.31521739130435,27.22826086956522,897.9456521739131,837.5869565217391,0.9327813487307984,0.96975727776477,27043.0,1975.0,0.7264356765151795,106.0,20.0,0.3773584905660376,2024-25,Q2,150.80645161290323,192.0,31.0
RJZ,2024-25 Q2,KING'S COLLEGE HOSPITAL NHS FOUNDATION TRUST,2024-25,Q2,15.8,14.3,0.9050632911392406,1328.9021739130435,1239.7391304347825,0.9329047350297319,108.0,63.58695652173913,1436.9021739130435,1303.3260869565217,0.907038844131775,0.9329047350297319,46148.0,1730.0,0.5902747681372974,518.0,164.0,0.6332046332046332,2024-25,Q2,206.61290322580646,224.0,31.0
RKE,2024-25 Q2,WHITTINGTON HEALTH NHS TRUST,2024-25,Q2,3.4,2.9,0.8529411764705882,258.0,245.08695652173915,0.9499494438827099,50.0,21.64130434782609,308.0,266.72826086956525,0.866000846979108,0.9499494438827099,27269.0,618.0,0.7243023213172467,28.0,6.0,0.4285714285714284,2024-25,Q2,62.87096774193548,91.0,31.0
RKL,2024-25 Q2,WEST LONDON NHS TRUST,2024-25,Q2,8.2,7.5,0.9146341463414634,69.90217391304348,57.30434782608695,0.819779194526512,0.0,0.0,69.90217391304348,57.30434782608695,0.819779194526512,0.819779194526512,,,,,,,,,,,
RP4,2024-25 Q2,GREAT ORMOND STREET HOSPITAL FOR CHILDREN NHS FOUNDATION TRUST,2024-25,Q2,2.3,1.7,0.7391304347826088,197.7282608695652,153.8695652173913,0.7781870155571438,0.0,0.0,197.7282608695652,153.8695652173913,0.7781870155571438,0.7781870155571438,,,,216.0,28.0,0.2592592592592592,,,,,
