org_code,period,org_name,financial_year,fy_quarter,kh03_avail_all_avg_beds,kh03_occ_all_avg_beds,kh03_occ_all_rate,kh03_avail_ga_avg_beds,kh03_occ_ga_avg_beds,kh03_occ_ga_rate,kh03_avail_mat_avg_beds,kh03_occ_mat_avg_beds,kh03_avail_acute_avg_beds,kh03_occ_acute_avg_beds,kh03_occ_acute_rate,kh03_occ_adult_ga_rate,ae_type1_attendances,ae_waits_12hr_decision_to_admit,ae_type1_pct_4hr,canc_cancelled_ops,canc_breaches_28d,canc_pct_not_treated_28_days,uec_financial_year,uec_fy_quarter,uec_uec_nctr_mean,uec_uec_nctr_max,uec_uec_days
RBA,2019-20 Q4,TAUNTON AND SOMERSET NHS FOUNDATION TRUST,2019-20,Q4,6.8,5.5,0.8088235294117647,578.0,483.8351648351649,0.8370850602684514,44.0,20.912087912087912,622.0,504.7472527472528,0.8114907600438148,0.8370850602684514,16849.0,0.0,0.7881179891981721,,,,,,,,
RBD,2019-20 Q4,DORSET COUNTY HOSPITAL NHS FOUNDATION TRUST,2019-20,Q4,3.6,2.9,0.8055555555555555,296.7802197802198,255.64835164835165,0.8614063020698337,31.0,11.153846153846152,327.7802197802198,266.8021978021978,0.8139667426579053,0.8614063020698337,10836.0,2.0,0.8487449243263198,,,,,,,,
RBZ,2019-20 Q4,NORTHERN DEVON HEALTHCARE NHS TRUST,2019-20,Q4,3.2,2.6,0.8125,281.15384615384613,228.8021978021978,0.8137971467656832,11.868131868131869,7.032967032967033,293.021978021978,235.83516483516485,0.8048378023626478,0.8137971467656832,10114.0,1.0,0.8052204864544196,,,,,,,,
RD1,2019-20 Q4,ROYAL UNITED HOSPITALS BATH NHS FOUNDATION TRUST,2019-20,Q4,6.9,6.5,0.9420289855072463,602.054945054945,567.010989010989,0.9417927610564549,25.417582417582416,25.417582417582416,627.4725274725274,592.4285714285713,0.9441506129597197,0.9417927610564549,17342.0,0.0,0.6615730596240341,,,,,,,,
RD3,2019-20 Q4,POOLE HOSPITAL NHS FOUNDATION TRUST,2019-20,Q4,6.3,5.5,0.873015873015873,511.8021978021978,470.978021978022,0.9202344655816551,59.34065934065934,28.692307692307693,571.1428571428571,499.6703296703297,0.8748605071766653,0.9202344655816551,15352.0,9.0,0.0,,,,,,,,
RDY,2019-20 Q4,DORSET HEALTHCARE UNIVERSITY NHS FOUNDATION TRUST,2019-20,Q4,2.6,2.2,0.8461538461538461,0.0,0.0,,0.0,0.0,0.0,0.0,,,0.0,0.0,,,,,,,,,
RDZ,2019-20 Q4,THE ROYAL BOURNEMOUTH AND CHRISTCHURCH HOSPITALS NHS FOUNDATION TRUST,2019-20,Q4,6.5,5.7,0.8769230769230769,592.010989010989,518.7472527472528,0.8762459859298722,2.769230769230769,0.1758241758241758,594.7802197802197,518.923076923077,0.8724618937644345,0.8762459859298722,18126.0,1.0,0.6807348560079444,,,,,,,,
REF,2019-20 Q4,ROYAL CORNWALL HOSPITALS NHS TRUST,2019-20,Q4,8.3,6.6,0.7951807228915662,702.7142857142857,575.2637362637363,0.8186310538414625,49.0,27.065934065934066,751.7142857142857,602.3296703296703,0.8012747419816976,0.8186310538414625,15579.0,67.0,0.7257205212144554,,,,,,,,
RH5,2019-20 Q4,SOMERSET PARTNERSHIP NHS FOUNDATION TRUST,2019-20,Q4,3.5,3.1,0.8857142857142858,190.05494505494505,170.07692307692307,0.8948829141370338,0.0,0.0,190.05494505494505,170.07692307692307,0.8948829141370338,0.8948829141370338,0.0,0.0,,,,,,,,,
RH8,2019-20 Q4,ROYAL DEVON AND EXETER NHS FOUNDATION TRUST,2019-20,Q4,9.2,7.7,0.8369565217391305,793.4175824175824,675.7142857142857,0.8516502541516046,48.0,22.186813186813183,841.4175824175824,697.9010989010989,0.8294348887931147,0.8516502541516046,20886.0,22.0,0.7459063487503591,,,,,,,,
RJ8,2019-20 Q4,CORNWALL PARTNERSHIP NHS FOUNDATION TRUST,2019-20,Q4,2.8,2.7,0.9642857142857144,119.45054945054945,112.67032967032966,0.9432382704691812,0.0,0.0,119.45054945054945,112.67032967032966,0.9432382704691812,0.9432382704691812,0.0,0.0,,,,,,,,,
RK9,2019-20 Q4,UNIVERSITY HOSPITALS PLYMOUTH NHS TRUST,2019-20,Q4,10.3,8.9,0.8640776699029126,877.1098901098901,779.945054945055,0.8892215943971836,61.0,30.25274725274725,938.1098901098901,810.1978021978022,0.8636491425358448,0.8892215943971836,21406.0,205.0,0.0,,,,,,,,
RN3,2019-20 Q4,GREAT WESTERN HOSPITALS NHS FOUNDATION TRUST,2019-20,Q4,7.1,6.4,0.9014084507042255,618.3406593406594,566.978021978022,0.9169347242709128,30.0,18.736263736263737,648.3406593406594,585.7142857142857,0.9034051424600416,0.9169347242709128,15306.0,229.0,0.6556905788579641,,,,,,,,
RNZ,2019-20 Q4,SALISBURY NHS FOUNDATION TRUST,2019-20,Q4,5.2,4.7,0.9038461538461539,445.1098901098901,413.61538461538464,0.9292433032958894,23.736263736263737,15.274725274725276,468.8461538461538,428.8901098901099,0.9147779210125396,0.9292433032958894,11355.0,0.0,0.836635843240863,,,,,,,,
RTE,2019-20 Q4,GLOUCESTERSHIRE HOSPITALS NHS FOUNDATION TRUST,2019-20,Q4,10.8,9.5,0.8796296296296295,939.5274725274726,826.3296703296703,0.8795162403359181,46.0,34.62637362637363,985.5274725274726,860.9560439560439,0.873599232853495,0.8795162403359181,34040.0,0.0,0.7479435957696827,,,,,,,,
RTQ,2019-20 Q4,GLOUCESTERSHIRE HEALTH AND CARE NHS FOUNDATION TRUST,2019-20,Q4,2.3,2.1,0.9130434782608696,0.0,0.0,,0.0,0.0,0.0,0.0,,,0.0,0.0,,,,,,,,,
RVJ,2019-20 Q4,NORTH BRISTOL NHS TRUST,2019-20,Q4,10.5,9.4,0.8952380952380953,885.8461538461538,805.7912087912088,0.9096288393787525,55.0,39.72527472527472,940.8461538461538,845.5164835164835,0.8986766646810798,0.9096288393787525,22626.0,88.0,0.7680102536904446,,,,,,,,
RVN,2019-20 Q4,AVON AND WILTSHIRE MENTAL HEALTH PARTNERSHIP NHS TRUST,2019-20,Q4,5.9,4.8,0.8135593220338982,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,
RWV,2019-20 Q4,DEVON PARTNERSHIP NHS TRUST,2019-20,Q4,3.2,2.8,0.8749999999999999,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,
R1C,2019-20 Q4,SOLENT NHS TRUST,2019-20,Q4,1.5,1.4,0.9333333333333332,72.1978021978022,68.37362637362638,0.9470319634703196,0.0,0.0,72.1978021978022,68.37362637362638,0.9470319634703196,0.9470319634703196,,,,,,,,,,,
R1F,2019-20 Q4,ISLE OF WIGHT NHS TRUST,2019-20,Q4,3.3,2.9,0.8787878787878788,243.05494505494505,222.26373626373623,0.9144588118274707,16.0,6.450549450549451,259.05494505494505,228.7142857142857,0.8828794434546534,0.9144588118274707,7060.0,19.0,0.5725212464589235,,,,,,,,
RA2,2019-20 Q4,ROYAL SURREY COUNTY HOSPITAL NHS FOUNDATION TRUST,2019-20,Q4,5.6,4.3,0.7678571428571429,449.0,373.3296703296703,0.8314691989524952,62.0,18.0,511.0,391.3296703296703,0.7658114879249908,0.8314691989524952,16973.0,6.0,0.8155305485182349,,,,,,,,
RDU,2019-20 Q4,FRIMLEY HEALTH NHS FOUNDATION TRUST,2019-20,Q4,15.3,13.5,0.8823529411764706,1314.6263736263736,1163.3406593406594,0.8849211324823834,74.79120879120879,60.79120879120879,1389.4175824175825,1224.1318681318683,0.8810395691134716,0.8849211324823834,54013.0,2.0,0.0,,,,,,,,
RHM,2019-20 Q4,UNIVERSITY HOSPITAL SOUTHAMPTON NHS FOUNDATION TRUST,2019-20,Q4,12.1,10.9,0.9008264462809918,1049.956043956044,961.1978021978022,0.9154648022941829,52.68131868131868,31.406593406593405,1102.6373626373627,992.6043956043956,0.9002092884193741,0.9154648022941829,27208.0,0.0,0.7544472214054689,,,,,,,,
RHU,2019-20 Q4,PORTSMOUTH HOSPITALS NHS TRUST,2019-20,Q4,11.5,10.6,0.9217391304347826,997.912087912088,933.3076923076924,0.9352604338729215,46.48351648351648,32.582417582417584,1044.3956043956046,965.89010989011,0.9248316498316498,0.9352604338729215,28109.0,0.0,0.0,,,,,,,,
RHW,2019-20 Q4,ROYAL BERKSHIRE NHS FOUNDATION TRUST,2019-20,Q4,7.6,6.7,0.8815789473684211,637.9120879120879,582.4725274725274,0.9130921619293711,56.604395604395606,29.37362637362637,694.5164835164835,611.8461538461538,0.880967073305802,0.9130921619293711,27868.0,0.0,0.7908353667288648,,,,,,,,
RN5,2019-20 Q4,HAMPSHIRE HOSPITALS NHS FOUNDATION TRUST,2019-20,Q4,9.4,7.8,0.8297872340425532,780.032967032967,678.1758241758242,0.8694194384570955,75.0,32.87912087912088,855.032967032967,711.0549450549452,0.8316111453835082,0.8694194384570955,28381.0,13.0,0.7261195870476727,,,,,,,,
RN7,2019-20 Q4,DARTFORD AND GRAVESHAM NHS TRUST,2019-20,Q4,5.9,5.3,0.8983050847457626,503.1648351648352,450.6263736263736,0.8955839958067615,36.3956043956044,32.362637362637365,539.5604395604396,482.989010989011,0.895152749490835,0.8955839958067615,26383.0,1.0,0.7806542091498314,,,,,,,,
RNU,2019-20 Q4,OXFORD HEALTH NHS FOUNDATION TRUST,2019-20,Q4,6.0,5.3,0.8833333333333333,143.73626373626374,136.34065934065933,0.9485474006116207,0.0,0.0,143.73626373626374,136.34065934065933,0.9485474006116207,0.9485474006116207,0.0,0.0,,,,,,,,,
RPA,2019-20 Q4,MEDWAY NHS FOUNDATION TRUST,2019-20,Q4,5.5,4.7,0.8545454545454546,451.0,404.56043956043953,0.8970297994688238,46.0,24.043956043956044,497.0,428.60439560439556,0.8623830897472747,0.8970297994688238,21648.0,218.0,0.7140613451589062,,,,,,,,
RPC,2019-20 Q4,QUEEN VICTORIA HOSPITAL NHS FOUNDATION TRUST,2019-20,Q4,0.7,0.4,0.5714285714285715,65.14285714285714,34.10989010989011,0.52361673414305,0.0,0.0,65.14285714285714,34.10989010989011,0.52361673414305,0.52361673414305,0.0,0.0,,,,,,,,,
RTH,2019-20 Q4,OXFORD UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,2019-20,Q4,11.0,10.0,0.9090909090909091,915.10989010989,828.4395604395604,0.9052897027919544,86.0,78.89010989010988,1001.10989010989,907.3296703296703,0.9063237505625625,0.9052897027919544,31716.0,0.0,0.7710934544078699,,,,,,,,
RTK,2019-20 Q4,ASHFORD AND ST PETER'S HOSPITALS NHS FOUNDATION TRUST,2019-20,Q4,5.8,5.3,0.9137931034482759,478.3406593406593,454.5164835164835,0.9501941234579248,53.0,25.48351648351648,531.3406593406593,480.0,0.9033752481800134,0.9501941234579248,25193.0,17.0,0.7456833247330609,,,,,,,,
RTP,2019-20 Q4,SURREY AND SUSSEX HEALTHCARE NHS TRUST,2019-20,Q4,8.1,7.3,0.9012345679012346,696.2527472527472,636.7032967032967,0.9144715036537825,41.010989010989015,27.47252747252747,737.2637362637362,664.1758241758241,0.9008659879864662,0.9144715036537825,24142.0,0.0,0.8439234529036533,,,,,,,,
RVV,2019-20 Q4,EAST KENT HOSPITALS UNIVERSITY NHS FOUNDATION TRUST,2019-20,Q4,11.3,10.2,0.902654867256637,981.0,889.9010989010989,0.9071366961275218,50.0,36.252747252747255,1031.0,926.1538461538461,0.8983063493247779,0.9071366961275218,42703.0,6.0,0.7095988572231459,,,,,,,,
RW1,2019-20 Q4,SOUTHERN HEALTH NHS FOUNDATION TRUST,2019-20,Q4,6.6,4.9,0.7424242424242425,98.0,71.34065934065934,0.7279659116393811,0.0,0.0,98.0,71.34065934065934,0.7279659116393811,0.7279659116393811,0.0,0.0,,,,,,,,,
RWF,2019-20 Q4,MAIDSTONE AND TUNBRIDGE WELLS NHS TRUST,2019-20,Q4,8.4,7.5,0.8928571428571428,712.978021978022,653.4285714285714,0.9164778594657913,47.0,26.978021978021975,759.978021978022,680.4065934065934,0.8952977240521705,0.9164778594657913,37390.0,0.0,0.8975127039315325,,,,,,,,
RWX,2019-20 Q4,BERKSHIRE HEALTHCARE NHS FOUNDATION TRUST,2019-20,Q4,3.0,2.5,0.8333333333333334,61.67032967032967,50.96703296703296,0.8264433357091944,0.0,0.0,61.67032967032967,50.96703296703296,0.8264433357091944,0.8264433357091944,0.0,0.0,,,,,,,,,
RX2,2019-20 Q4,SUSSEX PARTNERSHIP NHS FOUNDATION TRUST,2019-20,Q4,6.4,6.1,0.9531249999999999,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,
RXC,2019-20 Q4,EAST SUSSEX HEALTHCARE NHS TRUST,2019-20,Q4,8.3,7.3,0.8795180722891566,720.6373626373627,638.7032967032967,0.8863033334349933,32.0,24.68131868131868,752.6373626373627,663.3846153846154,0.8814133450138706,0.8863033334349933,23661.0,0.0,0.7203837538565572,,,,,,,,
RXH,2019-20 Q4,BRIGHTON AND SUSSEX UNIVERSITY HOSPITALS NHS TRUST,2019-20,Q4,10.2,9.2,0.9019607843137255,858.0,779.5274725274726,0.9085401777709471,71.0,59.1978021978022,929.0,838.7252747252747,0.9028259146666036,0.9085401777709471,36289.0,22.0,0.7427595139022845,,,,,,,,
RXQ,2019-20 Q4,BUCKINGHAMSHIRE HEALTHCARE NHS TRUST,2019-20,Q4,7.2,7.0,0.9722222222222222,602.0,599.5054945054945,0.9958563031652733,57.0,36.494505494505496,659.0,636.0,0.9650986342943855,0.9958563031652733,18359.0,0.0,0.6795577101149299,,,,,,,,
RXX,2019-20 Q4,SURREY AND BORDERS PARTNERSHIP NHS FOUNDATION TRUST,2019-20,Q4,2.1,1.9,0.9047619047619047,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,
RXY,2019-20 Q4,KENT AND MEDWAY NHS AND SOCIAL CARE PARTNERSHIP TRUST,2019-20,Q4,4.9,4.3,0.8775510204081631,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,
RYR,2019-20 Q4,WESTERN SUSSEX HOSPITALS NHS FOUNDATION TRUST,2019-20,Q4,11.5,10.0,0.8695652173913043,985.8021978021978,882.5714285714286,0.8952824720203326,60.65934065934066,29.25274725274725,1046.4615384615386,911.8241758241758,0.8713403620783802,0.8952824720203326,34023.0,0.0,0.8996561149810421,,,,,,,,
R1A,2019-20 Q4,WORCESTERSHIRE HEALTH AND CARE NHS TRUST,2019-20,Q4,1.7,1.6,0.9411764705882354,38.0,34.83516483516483,0.9167148640832851,0.0,0.0,38.0,34.83516483516483,0.9167148640832851,0.9167148640832851,,,,,,,,,,,
RBK,2019-20 Q4,WALSALL HEALTHCARE NHS TRUST,2019-20,Q4,5.9,5.1,0.8644067796610169,503.6593406593407,447.5384615384616,0.8885737350817097,30.83516483516484,17.35164835164835,534.4945054945056,464.89010989010995,0.8697752832089476,0.8885737350817097,19718.0,1.0,0.717516989552693,,,,,,,,
RFS,2019-20 Q4,CHESTERFIELD ROYAL HOSPITAL NHS FOUNDATION TRUST,2019-20,Q4,6.2,5.1,0.8225806451612903,533.3516483516484,450.6593406593407,0.8449572473472753,31.95604395604396,17.043956043956044,565.3076923076923,467.70329670329676,0.8273428843574443,0.8449572473472753,16797.0,1.0,0.6868488420551289,,,,,,,,
RHA,2019-20 Q4,NOTTINGHAMSHIRE HEALTHCARE NHS FOUNDATION TRUST,2019-20,Q4,11.1,9.7,0.8738738738738738,101.84615384615384,84.43956043956044,0.8290893396633578,0.0,0.0,101.84615384615384,84.43956043956044,0.8290893396633578,0.8290893396633578,,,,,,,,,,,
RJC,2019-20 Q4,SOUTH WARWICKSHIRE NHS FOUNDATION TRUST,2019-20,Q4,5.5,4.3,0.7818181818181817,456.043956043956,353.6263736263736,0.7754216867469881,40.0,36.010989010989015,496.043956043956,389.6373626373626,0.7854895879486045,0.7754216867469881,16421.0,0.0,0.8590828816759029,,,,,,,,
RJE,2019-20 Q4,UNIVERSITY HOSPITALS OF NORTH MIDLANDS NHS TRUST,2019-20,Q4,16.4,13.8,0.8414634146341464,1430.4615384615386,1211.6981040937033,0.8470679368260993,64.7032967032967,48.54969206617561,1495.1648351648353,1260.2477961598788,0.8428821802921429,0.8470679368260993,39842.0,280.0,0.6719793183073139,,,,,,,,
RK5,2019-20 Q4,SHERWOOD FOREST HOSPITALS NHS FOUNDATION TRUST,2019-20,Q4,7.2,5.9,0.8194444444444444,610.8461538461538,509.043956043956,0.8333423282422149,48.0,27.087912087912088,658.8461538461538,536.131868131868,0.8137436410641313,0.8333423282422149,24990.0,23.0,0.8505402160864345,,,,,,,,
RKB,2019-20 Q4,UNIVERSITY HOSPITALS COVENTRY AND WARWICKSHIRE NHS TRUST,2019-20,Q4,12.7,11.4,0.8976377952755906,1089.2967032967033,1032.7362637362637,0.9480761858644553,70.0,5.406593406593407,1159.2967032967033,1038.142857142857,0.8954936680063699,0.9480761858644553,34244.0,0.0,0.6814624459759373,,,,,,,,
RL1,2019-20 Q4,THE ROBERT JONES AND AGNES HUNT ORTHOPAEDIC HOSPITAL NHS FOUNDATION TRUST,2019-20,Q4,1.7,1.3,0.7647058823529412,157.12087912087912,122.42857142857144,0.7791998880962373,0.0,0.0,157.12087912087912,122.42857142857144,0.7791998880962373,0.7791998880962373,0.0,0.0,,,,,,,,,
RL4,2019-20 Q4,THE ROYAL WOLVERHAMPTON NHS TRUST,2019-20,Q4,9.8,8.8,0.8979591836734694,860.0,762.5494505494505,0.8866854076156401,36.0,34.23076923076923,896.0,796.7802197802198,0.8892636381475667,0.8866854076156401,33652.0,30.0,0.7124093664566743,,,,,,,,
RLQ,2019-20 Q4,WYE VALLEY NHS TRUST,2019-20,Q4,3.0,2.6,0.8666666666666667,255.3846153846154,228.93406593406596,0.8964285714285715,17.0,7.989010989010989,272.38461538461536,236.92307692307693,0.869810787913019,0.8964285714285715,14250.0,6.0,0.7364210526315789,,,,,,,,
RLT,2019-20 Q4,GEORGE ELIOT HOSPITAL NHS TRUST,2019-20,Q4,3.6,3.5,0.9722222222222222,312.0,308.0769230769231,0.9874260355029586,13.868131868131869,13.692307692307692,325.86813186813185,321.7692307692308,0.987421595737506,0.9874260355029586,18981.0,21.0,0.7578104420209684,,,,,,,,
RLY,2019-20 Q4,NORTH STAFFORDSHIRE COMBINED HEALTHCARE NHS TRUST,2019-20,Q4,2.0,1.4,0.7,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,
RNA,2019-20 Q4,THE DUDLEY GROUP NHS FOUNDATION TRUST,2019-20,Q4,7.5,6.6,0.88,635.1098901098901,577.7472527472528,0.9096807682325462,49.0,25.571428571428573,684.1098901098901,603.3186813186813,0.881903170880586,0.9096807682325462,23293.0,121.0,0.7052333319022883,,,,,,,,
RNQ,2019-20 Q4,KETTERING GENERAL HOSPITAL NHS FOUNDATION TRUST,2019-20,Q4,6.6,6.1,0.9242424242424242,556.0,521.7472527472528,0.9383943394734763,49.0,31.36263736263736,605.0,553.1098901098901,0.9142312233221324,0.9383943394734763,20630.0,0.0,0.0,,,,,,,,
RNS,2019-20 Q4,NORTHAMPTON GENERAL HOSPITAL NHS TRUST,2019-20,Q4,8.7,7.2,0.8275862068965518,722.8571428571429,624.0989010989011,0.8633779264214047,70.0,29.791208791208792,792.8571428571429,653.8901098901099,0.8247262647262648,0.8633779264214047,23766.0,0.0,0.6853067407220399,,,,,,,,
RP1,2019-20 Q4,NORTHAMPTONSHIRE HEALTHCARE NHS FOUNDATION TRUST,2019-20,Q4,3.6,3.1,0.8611111111111112,120.95604395604396,108.17582417582418,0.894339965476515,0.0,0.0,120.95604395604396,108.17582417582418,0.894339965476515,0.894339965476515,,,,,,,,,,,
RP7,2019-20 Q4,LINCOLNSHIRE PARTNERSHIP NHS FOUNDATION TRUST,2019-20,Q4,2.4,2.1,0.8750000000000001,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,
RQ3,2019-20 Q4,BIRMINGHAM WOMEN'S AND CHILDREN'S NHS FOUNDATION TRUST,2019-20,Q4,4.6,3.4,0.7391304347826088,277.45054945054943,209.46153846153845,0.7549508871989861,111.0,71.98901098901099,388.45054945054943,281.45054945054943,0.7245466632719454,0.7549508871989861,13418.0,0.0,0.9042331196899688,,,,,,,,
RRE,2019-20 Q4,MIDLANDS PARTNERSHIP NHS FOUNDATION TRUST,2019-20,Q4,4.6,4.3,0.9347826086956522,163.93406593406593,160.16483516483515,0.9770076417750369,0.0,0.0,163.93406593406593,160.16483516483515,0.9770076417750369,0.9770076417750369,,,,,,,,,,,
RRJ,2019-20 Q4,THE ROYAL ORTHOPAEDIC HOSPITAL NHS FOUNDATION TRUST,2019-20,Q4,1.1,0.8,0.7272727272727273,97.02197802197804,72.97802197802197,0.7521803148714461,0.0,0.0,97.02197802197804,72.97802197802197,0.7521803148714461,0.7521803148714461,,,,,,,,,,,
RRK,2019-20 Q4,UNIVERSITY HOSPITALS BIRMINGHAM NHS FOUNDATION TRUST,2019-20,Q4,29.0,27.2,0.9379310344827586,2533.3406593406594,2408.956043956044,0.9509009517034365,105.0,68.21978021978022,2638.3406593406594,2477.1758241758243,0.9389143192732695,0.9509009517034365,84588.0,14.0,0.6140350877192983,,,,,,,,
RTG,2019-20 Q4,UNIVERSITY HOSPITALS OF DERBY AND BURTON NHS FOUNDATION TRUST,2019-20,Q4,17.0,13.6,0.7999999999999999,1447.5494505494505,1188.956043956044,0.8213578081942199,99.06593406593409,52.582417582417584,1546.6153846153845,1241.5384615384614,0.8027454491196657,0.8213578081942199,46937.0,17.0,0.6150797878006691,,,,,,,,
RWD,2019-20 Q4,UNITED LINCOLNSHIRE HOSPITALS NHS TRUST,2019-20,Q4,12.7,11.9,0.9370078740157481,992.5714285714286,972.89010989011,0.980171383021124,164.0,113.91208791208793,1156.5714285714284,1086.802197802198,0.9396758133171179,0.980171383021124,32969.0,1.0,0.581910279353332,,,,,,,,
RWE,2019-20 Q4,UNIVERSITY HOSPITALS OF LEICESTER NHS TRUST,2019-20,Q4,18.8,16.4,0.8723404255319148,1583.824175824176,1415.1208791208792,0.8934835701598578,124.0,74.46153846153847,1707.824175824176,1489.5824175824177,0.8722106401050111,0.8934835701598578,52817.0,32.0,0.647386258212318,,,,,,,,
RWP,2019-20 Q4,WORCESTERSHIRE ACUTE HOSPITALS NHS TRUST,2019-20,Q4,9.3,7.9,0.8494623655913979,784.5274725274726,683.9560439560439,0.8718063648588076,66.0,37.10989010989011,850.5274725274726,721.065934065934,0.8477867645158789,0.8718063648588076,29388.0,256.0,0.6436300530828911,,,,,,,,
RX1,2019-20 Q4,NOTTINGHAM UNIVERSITY HOSPITALS NHS TRUST,2019-20,Q4,18.2,15.7,0.8626373626373627,1550.978021978022,1354.7692307692307,0.8734935064014906,108.0,76.45054945054945,1658.978021978022,1431.2197802197802,0.8627117184550266,0.8734935064014906,42839.0,218.0,0.0,,,,,,,,
RXK,2019-20 Q4,SANDWELL AND WEST BIRMINGHAM HOSPITALS NHS TRUST,2019-20,Q4,7.9,6.8,0.860759493670886,653.945054945055,581.065934065934,0.8885546724024936,62.0,36.285714285714285,715.945054945055,617.3516483516484,0.8622891436816011,0.8885546724024936,38757.0,0.0,0.6877725314136801,,,,,,,,
RXM,2019-20 Q4,DERBYSHIRE HEALTHCARE NHS FOUNDATION TRUST,2019-20,Q4,2.9,2.8,0.9655172413793103,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,
RXT,2019-20 Q4,BIRMINGHAM AND SOLIHULL MENTAL HEALTH NHS FOUNDATION TRUST,2019-20,Q4,7.5,7.2,0.9600000000000001,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,
RXW,2019-20 Q4,SHREWSBURY AND TELFORD HOSPITAL NHS TRUST,2019-20,Q4,8.5,7.3,0.8588235294117647,740.3076923076923,642.8901098901099,0.8684093338083364,37.0,19.791208791208792,777.3076923076923,662.6813186813187,0.8525341061709196,0.8684093338083364,25865.0,692.0,0.6017398028223468,,,,,,,,
RY5,2019-20 Q4,LINCOLNSHIRE COMMUNITY HEALTH SERVICES NHS TRUST,2019-20,Q4,0.3,0.2,0.6666666666666667,24.0,20.81318681318681,0.8672161172161171,0.0,0.0,24.0,20.81318681318681,0.8672161172161171,0.8672161172161171,0.0,0.0,,,,,,,,,
RY8,2019-20 Q4,DERBYSHIRE COMMUNITY HEALTH SERVICES NHS FOUNDATION TRUST,2019-20,Q4,0.5,0.3,0.6,0.0,0.0,,0.0,0.0,0.0,0.0,,,0.0,0.0,,,,,,,,,
RYG,2019-20 Q4,COVENTRY AND WARWICKSHIRE PARTNERSHIP NHS TRUST,2019-20,Q4,3.4,2.9,0.8529411764705882,0.0,0.0,,0.0,0.0,0.0,0.0,,,0.0,0.0,,,,,,,,,
RYK,2019-20 Q4,DUDLEY AND WALSALL MENTAL HEALTH PARTNERSHIP NHS TRUST,2019-20,Q4,1.8,1.6,0.888888888888889,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,
RYW,2019-20 Q4,BIRMINGHAM COMMUNITY HEALTHCARE NHS FOUNDATION TRUST,2019-20,Q4,1.5,1.3,0.8666666666666667,138.8131868131868,113.76923076923076,0.8195851804939835,0.0,0.0,138.8131868131868,113.76923076923076,0.8195851804939835,0.8195851804939835,,,,,,,,,,,
TAJ,2019-20 Q4,BLACK COUNTRY PARTNERSHIP NHS FOUNDATION TRUST,2019-20,Q4,2.1,1.7,0.8095238095238094,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,
R1L,2019-20 Q4,ESSEX PARTNERSHIP UNIVERSITY NHS FOUNDATION TRUST,2019-20,Q4,8.2,7.8,0.951219512195122,154.74725274725276,133.54945054945054,0.8630166169578184,0.0,0.0,154.74725274725276,133.54945054945054,0.8630166169578184,0.8630166169578184,,,,,,,,,,,
RAJ,2019-20 Q4,SOUTHEND UNIVERSITY HOSPITAL NHS FOUNDATION TRUST,2019-20,Q4,6.5,5.4,0.8307692307692308,561.4505494505495,479.0769230769231,0.8532842715102168,31.0,13.67032967032967,592.4505494505495,492.7472527472528,0.8317103481535066,0.8532842715102168,19273.0,1.0,0.7068956571369274,,,,,,,,
RC1,2019-20 Q4,BEDFORD HOSPITAL NHS TRUST,2019-20,Q4,4.6,4.5,0.9782608695652175,394.8681318681319,389.1868131868132,0.985612111429605,22.64835164835165,18.967032967032967,417.51648351648356,408.1538461538462,0.9775754066431541,0.985612111429605,17427.0,0.0,0.8248694554427038,,,,,,,,
RC9,2019-20 Q4,LUTON AND DUNSTABLE UNIVERSITY HOSPITAL NHS FOUNDATION TRUST,2019-20,Q4,8.0,7.1,0.8875,647.5714285714286,593.3736263736264,0.9163060632286312,80.08791208791209,48.69230769230769,727.6593406593406,642.0659340659341,0.8823715964178385,0.9163060632286312,23987.0,0.0,0.0,,,,,,,,
RCX,2019-20 Q4,"THE QUEEN ELIZABETH HOSPITAL, KING'S LYNN, NHS FOUNDATION TRUST",2019-20,Q4,5.5,4.6,0.8363636363636363,474.3956043956044,399.5824175824176,0.8422978920546677,25.0,14.703296703296704,499.3956043956044,414.2857142857143,0.8295742105842226,0.8422978920546677,15672.0,8.0,0.7753318019397654,,,,,,,,
RD8,2019-20 Q4,MILTON KEYNES UNIVERSITY HOSPITAL NHS FOUNDATION TRUST,2019-20,Q4,5.8,5.1,0.8793103448275862,476.6923076923077,430.0879120879121,0.9022337997648633,53.0,30.747252747252748,529.6923076923076,460.83516483516485,0.8700053939670555,0.9022337997648633,20325.0,0.0,0.792669126691267,,,,,,,,
